Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P23528	P23528	11	11	8	Cofilin-1	CFL1	sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3	1	11	11	8	59	59	47.6	18.502	166	166	3.69	4	7	7	7	7	7	0	293.5	1278500	1137800	1215200	1022800	1235700	1018800	1236600	1439600	1386800	1122600	1849500	1348800	1552800	1541200	1278500	1137800	1215200	1022800	1235700	1018800	1236600	1439600	1386800	1122600	1849500	1348800	1552800	1541200	41	40	41	41	39	40	40	41	40	39	41	41	41	41	2530500000	42				541	672;796;797;1819;3170;4415;4426;4532;5733;5734;6802	True;True;True;True;True;True;True;True;True;True;True	796;797;1856;3237;4497;4512;4622;5835;5836;6917	2028;2029;2030;2031;2032;2033;2034;2035;4741;4742;8234;8235;8236;8237;11355;11356;11385;11604;11605;11606;11607;11608;11609;14590;14591;14592;14593;14594;14595;14596;14597;17313;17314;17315;17316;17317;17318;17319;17320	2180;2181;2182;2183;2184;2185;2186;2187;2188;5129;5130;8895;8896;8897;8898;12305;12306;12339;12569;12570;12571;12572;12573;12574;15797;15798;15799;15800;15801;15802;15803;15804;15805;18785;18786;18787;18788;18789;18790;18791;18792;18793	2180;2188;5130;8895;12306;12339;12572;15801;15805;18789	368	115	9606
P23588	P23588	12	12	12	Eukaryotic translation initiation factor 4B	EIF4B	sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2	1	12	12	12	19.5	19.5	19.5	69.15	611	611	4.16	1	4	4	8	10	5	0	323.31	175390	140060	140690	219580	176650	180420	142330	217380	195820	249300	317980	191800	201070	282500	175390	140060	140690	219580	176650	180420	142330	217380	195820	249300	317980	191800	201070	282500	23	23	23	24	25	27	23	23	24	26	26	24	24	26	584350000	34				542	645;1527;2862;3493;3674;5349;5522;5673;5977;6266;6267;6325	True;True;True;True;True;True;True;True;True;True;True;True	648;1558;2925;3563;3747;5457;5626;5776;6077;6375;6376;6433	1653;3959;3960;3961;3962;7402;9072;9073;9500;13635;13636;14093;14094;14095;14454;14455;14456;15216;15217;15218;15219;15220;15998;15999;16000;16001;16002;16003;16154;16155;16156;16157	1766;1767;4272;4273;4274;4275;7974;9840;9841;10294;14776;14777;15270;15271;15272;15650;15651;15652;16471;16472;16473;16474;16475;17348;17349;17350;17351;17352;17353;17354;17545;17546;17547;17548	1767;4274;7974;9841;10294;14776;15272;15652;16473;17352;17354;17548			9606
P24534	P24534	3	2	2	Elongation factor 1-beta	EEF1B2	sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3	1	3	2	2	14.7	9.8	9.8	24.763	225	225	3		1		1			0	11.837	15174	5630.7	12983	14542	12973	11058	11162	12681	14146	11777	25735	11241	9026.7	16356	15174	5630.7	12983	14542	12973	11058	11162	12681	14146	11777	25735	11241	9026.7	16356	1	1	1	2	1	1	1	1	1	1	1	1	2	1	16667000	2				543	3759;4149;5594	True;False;True	3835;4233;5697	9713;10716;10717;14270	10520;11609;11610;15454	10520;11609;15454			9606
P24666	P24666	2	2	2	Low molecular weight phosphotyrosine protein phosphatase	ACP1	sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3	1	2	2	2	14.6	14.6	14.6	18.042	158	158	2.67		1	2				0	25.087	6293.8	7291.8	6365.9	6549.2	12793	2593.6	11375	4377.7	5319.8	3844.1	5837.1	8072.9	6104.5	10670	6293.8	7291.8	6365.9	6549.2	12793	2593.6	11375	4377.7	5319.8	3844.1	5837.1	8072.9	6104.5	10670	2	2	2	3	3	2	3	2	2	2	2	3	3	3	5551500	3				544	3324;4325	True;True	3393;4409	8648;8649;11139	9374;9375;12060	9374;12060			9606
P24821	P24821	23	23	23	Tenascin	TNC	sp|P24821|TENA_HUMAN Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3	1	23	23	23	13.7	13.7	13.7	240.85	2201	2201	3.34	9	12	12	12	9	7	0	323.31	185650	362200	290250	1309400	343490	547570	496270	385980	280440	436710	328140	312430	266380	319980	185650	362200	290250	1309400	343490	547570	496270	385980	280440	436710	328140	312430	266380	319980	34	46	46	46	43	48	50	44	43	41	43	42	43	40	587830000	61				545	54;243;708;771;1038;1496;1529;2143;2184;2837;3785;4000;4945;5068;5478;5668;5751;6123;6274;6378;6644;6660;6803	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	54;241;709;771;1044;1526;1560;2190;2231;2900;3861;4083;5045;5170;5582;5771;5852;6228;6383;6489;6758;6774;6918	127;648;1804;1805;1806;1807;1808;1954;1955;1956;1957;2649;2650;3882;3883;3884;3964;3965;3966;5549;5550;5551;5653;5654;5655;5656;5657;5658;7333;7334;7335;7336;7337;7338;9781;9782;9783;9784;10337;12679;12680;12989;12990;13975;14438;14439;14440;14637;15595;15596;16022;16023;16286;16936;16937;16974;16975;17321;17322;17323;17324	134;697;1944;1945;1946;1947;1948;2105;2106;2107;2108;2842;2843;4191;4192;4193;4277;4278;4279;5999;6000;6001;6123;6124;6125;6126;6127;6128;7896;7897;7898;7899;7900;7901;10594;10595;10596;10597;11196;13735;13736;14066;14067;15143;15634;15635;15636;15846;16895;16896;17404;17405;17680;18380;18381;18420;18421;18794;18795;18796;18797	134;697;1948;2106;2843;4193;4278;6000;6127;7896;10596;11196;13735;14067;15143;15635;15846;16896;17404;17680;18381;18420;18794	369	666	9606
P24844	P24844	10	3	3	Myosin regulatory light polypeptide 9	MYL9	sp|P24844|MYL9_HUMAN Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4	1	10	3	3	62.2	23.8	23.8	19.827	172	172	5		1			1	3	0	8.4713	22916	12655	19362	11559	15795	16369	32191	20314	13165	14166	14887	17523	16122	19302	22916	12655	19362	11559	15795	16369	32191	20314	13165	14166	14887	17523	16122	19302	5	4	4	4	4	4	4	4	4	4	4	5	4	4	38567000	5				546	751;1005;1438;1439;1548;1911;2479;2901;4076;4492	False;False;False;False;False;False;True;True;False;True	753;1011;1464;1465;1466;1579;1950;1951;2533;2534;2966;4160;4581	1906;1907;1908;1909;1910;1911;2559;3710;3711;3712;3713;3714;3715;3716;4012;4013;4014;4015;4016;4017;4018;4984;4985;4986;4987;4988;4989;6395;6396;6397;7538;10539;11527	2055;2056;2057;2058;2059;2060;2744;4009;4010;4011;4012;4013;4014;4015;4016;4326;4327;4328;4329;4330;4331;4332;4333;4334;5387;5388;5389;5390;5391;5392;6907;6908;6909;8131;11419;12491	2058;2744;4013;4016;4331;5392;6909;8131;11419;12491	79;80;81;370;371	25;40;57;130;142	9606
P25311	P25311	5	5	5	Zinc-alpha-2-glycoprotein	AZGP1	sp|P25311|ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2	1	5	5	5	18.5	18.5	18.5	34.258	298	298	3.57		1	3	2		1	0	17.912	68642	43694	82312	61097	55633	55838	29009	44032	66410	47800	55167	64289	54082	81808	68642	43694	82312	61097	55633	55838	29009	44032	66410	47800	55167	64289	54082	81808	8	8	8	8	8	8	8	7	8	8	8	8	8	8	59866000	8				547	327;834;4712;4714;4996	True;True;True;True;True	327;835;4804;4806;5097	831;2133;2134;2135;12077;12081;12826	897;2290;2291;2292;13079;13083;13084;13893	897;2291;13079;13083;13893	372	80	9606
P25325	P25325	2	2	2	3-mercaptopyruvate sulfurtransferase	MPST	sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3	1	2	2	2	9.1	9.1	9.1	33.178	297	297	5				1		1	0	4.0809	5412.7	8994.5	7443.3	6671.1	7950.8	4316.3	5691	5402.8	4984.8	4486.1	4564.5	8759.8	5941.6	9098.5	5412.7	8994.5	7443.3	6671.1	7950.8	4316.3	5691	5402.8	4984.8	4486.1	4564.5	8759.8	5941.6	9098.5	2	2	2	2	2	2	2	2	2	1	2	2	2	2	5727400	2				548	647;3190	True;True	650;3257	1655;8283	1769;8960	1769;8960			9606
P25398	P25398	2	2	2	40S ribosomal protein S12	RPS12	sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3	1	2	2	2	18.9	18.9	18.9	14.515	132	132	2	1	3	1				0	5.6213	72854	61158	80411	86490	61837	81239	138880	89872	69832	35719	67974	98172	105030	103830	72854	61158	80411	86490	61837	81239	138880	89872	69832	35719	67974	98172	105030	103830	5	5	5	5	4	5	5	5	5	4	5	5	5	4	101890000	5				549	4280;5874	True;True	4363;5972	11020;14963;14964;14965;14966	11932;16202;16203;16204;16205	11932;16203			9606
P25685	P25685	6	6	5	DnaJ homolog subfamily B member 1	DNAJB1	sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4	1	6	6	5	17.6	17.6	14.1	38.044	340	340	3.23	1	4	3	2	2	1	0	21.58	83449	101330	87292	66994	86256	102840	58407	95958	90014	110570	118280	110350	94656	144450	83449	101330	87292	66994	86256	102840	58407	95958	90014	110570	118280	110350	94656	144450	13	13	14	13	13	12	13	14	14	13	14	14	13	14	152810000	14				550	1027;1382;1788;2556;5269;6638	True;True;True;True;True;True	1033;1405;1825;2614;5376;6752	2615;3580;3581;4647;4648;4649;6577;6578;6579;6580;6581;13448;16927	2801;3862;3863;5019;5020;5021;5022;7098;7099;7100;7101;7102;14580;18371	2801;3862;5019;7100;14580;18371			9606
P25686;Q8NHS0	P25686	10;1	10;1	9;0	DnaJ homolog subfamily B member 2	DNAJB2	sp|P25686|DNJB2_HUMAN DnaJ homolog subfamily B member 2 OS=Homo sapiens OX=9606 GN=DNAJB2 PE=1 SV=3	2	10	10	9	32.7	32.7	29.6	35.58	324	324;232	3.63	3	6	7	9	5	5	0	119.83	147770	165220	133880	132300	122740	146690	169150	178330	142260	167370	206110	137830	162520	184630	147770	165220	133880	132300	122740	146690	169150	178330	142260	167370	206110	137830	162520	184630	25	27	26	25	22	24	25	28	24	26	28	23	23	27	218530000	35				551	186;605;718;1738;2078;2229;5270;5271;5821;6371	True;True;True;True;True;True;True;True;True;True	188;608;720;1772;2123;2278;5377;5378;5921;6482	477;478;479;480;1526;1527;1528;1823;1824;4500;4501;4502;4503;4504;5406;5407;5759;5760;5761;5762;13449;13450;13451;13452;13453;13454;14800;14801;14802;16268;16269;16270;16271;16272;16273	515;516;517;518;1635;1636;1637;1963;1964;4862;4863;4864;4865;4866;5849;5850;6234;6235;6236;6237;14581;14582;14583;14584;14585;14586;16017;16018;16019;17662;17663;17664;17665;17666;17667	518;1636;1963;4865;5850;6237;14583;14586;16019;17667			9606;9606
P25705	P25705	18	18	18	ATP synthase subunit alpha, mitochondrial	ATP5A1	sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1	1	18	18	18	35.1	35.1	35.1	59.75	553	553	3.38	12	17	17	16	12	11	0	277.47	636750	700840	680590	721850	627490	681280	347730	513970	563000	642100	636330	864790	886990	595520	636750	700840	680590	721850	627490	681280	347730	513970	563000	642100	636330	864790	886990	595520	86	88	87	86	80	83	75	83	76	82	81	92	88	83	5039100000	101				552	560;775;1507;1899;2017;2430;2889;3154;3416;3502;4637;5199;5780;5965;5980;6157;6514;6696	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	562;775;1537;1937;2060;2484;2953;3221;3486;3572;4729;5306;5881;6065;6080;6081;6262;6627;6811	1406;1964;1965;1966;1967;1968;1969;1970;1971;1972;3911;3912;4944;4945;4946;4947;4948;5246;5247;6259;7487;7488;7489;7490;7491;7492;8209;8882;8883;8884;8885;8886;8887;8888;8889;8890;8891;8892;8893;8894;8895;8896;9097;11860;11861;13290;13291;13292;13293;13294;14700;15189;15190;15191;15192;15193;15228;15229;15230;15231;15232;15233;15702;15703;15704;15705;16608;16609;16610;16611;16612;16613;16614;16615;16616;16617;16618;16619;17063;17064;17065;17066;17067;17068;17069	1506;2115;2116;2117;2118;2119;2120;2121;2122;2123;4220;4221;5344;5345;5346;5347;5348;5349;5671;5672;6761;8070;8071;8072;8073;8074;8075;8076;8077;8078;8869;9631;9632;9633;9634;9635;9636;9637;9638;9639;9640;9641;9642;9643;9644;9645;9646;9647;9648;9649;9650;9651;9652;9866;12841;12842;12843;12844;14415;14416;14417;14418;14419;14420;15912;16443;16444;16445;16446;16447;16448;16484;16485;16486;16487;16488;16489;17026;17027;17028;17029;18023;18024;18025;18026;18027;18028;18029;18030;18031;18032;18033;18034;18035;18520;18521;18522;18523;18524;18525;18526	1506;2123;4220;5348;5671;6761;8076;8869;9639;9866;12843;14415;15912;16446;16489;17027;18035;18523	373;374;375;376	51;95;105;189	9606
P25713	P25713	2	2	2	Metallothionein-3	MT3	sp|P25713|MT3_HUMAN Metallothionein-3 OS=Homo sapiens OX=9606 GN=MT3 PE=1 SV=1	1	2	2	2	33.8	33.8	33.8	6.927	68	68	5.25				1	1	2	0	35.88	33826	27132	33115	47975	31480	42728	10548	52045	37516	21503	61062	52084	64315	72455	33826	27132	33115	47975	31480	42728	10548	52045	37516	21503	61062	52084	64315	72455	4	3	4	3	4	4	3	4	4	4	4	4	4	4	333240000	4				553	2735;5290	True;True	2796;5397	7069;7070;7071;13508	7614;7615;7616;14644	7615;14644			9606
P25786	P25786	1	1	1	Proteasome subunit alpha type-1	PSMA1	sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1	1	1	1	1	4.9	4.9	4.9	29.555	263	263	4				1			0.0014296	2.917	3235.2	2183.6	3124	2556.6	2058.8	843.44	1392.7	1971.2	1380.6	1617	966.95	4418	1572.8	2855.5	3235.2	2183.6	3124	2556.6	2058.8	843.44	1392.7	1971.2	1380.6	1617	966.95	4418	1572.8	2855.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4446400	1				554	617	True	620	1559	1668	1668			9606
P26038	P26038	20	20	16	Moesin	MSN	sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	1	20	20	16	26.5	26.5	21.1	67.819	577	577	3.93	1	8	9	10	7	9	0	93.863	229850	575690	294090	377630	321380	403190	973160	371810	387560	524010	375100	266490	260750	374950	229850	575690	294090	377630	321380	403190	973160	371810	387560	524010	375100	266490	260750	374950	42	40	42	39	42	41	42	40	40	39	39	39	38	41	970170000	45				555	453;499;500;551;614;622;628;1523;2104;2119;3282;3358;3672;4803;4943;5042;5045;5111;5876;6130	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	454;500;501;553;617;625;631;1554;2151;2166;3350;3428;3745;4899;5043;5144;5147;5215;5974;5975;6235	1160;1161;1162;1265;1266;1267;1268;1269;1384;1551;1552;1553;1554;1555;1582;1583;1597;1598;1599;1600;3943;3944;5455;5482;5483;5484;8535;8731;8732;9497;9498;12323;12675;12676;12938;12942;12943;13099;13100;13101;14974;14975;14976;15635	1245;1246;1247;1354;1355;1356;1357;1358;1359;1480;1660;1661;1662;1663;1664;1692;1693;1707;1708;1709;1710;4252;4253;5901;5928;5929;5930;9244;9459;9460;10291;10292;13354;13731;13732;14012;14016;14017;14184;14185;14186;16213;16214;16215;16956	1247;1356;1358;1480;1662;1693;1708;4253;5901;5928;9244;9459;10292;13354;13731;14012;14016;14185;16215;16956	322;377;378;379;380;381	305;421;451;543;549;577	9606
P26232;P35221	P26232;P35221	4;2	4;2	4;2	Catenin alpha-2;Catenin alpha-1	CTNNA2;CTNNA1	sp|P26232|CTNA2_HUMAN Catenin alpha-2 OS=Homo sapiens OX=9606 GN=CTNNA2 PE=1 SV=5;sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1	2	4	4	4	4.1	4.1	4.1	105.31	953	953;906	3.86			3	2	2		0	11.06	15371	24076	12479	15080	12809	18072	26407	14912	21620	42177	32851	20171	23835	30179	15371	24076	12479	15080	12809	18072	26407	14912	21620	42177	32851	20171	23835	30179	6	6	6	5	6	5	6	4	6	6	6	5	4	6	26828000	7				556	1637;1638;1845;2796	True;True;True;True	1670;1671;1882;2857	4228;4229;4230;4231;4232;4803;7216	4556;4557;4558;4559;4560;5193;7770	4557;4560;5193;7770			9606;9606
P26373	P26373	3	3	3	60S ribosomal protein L13	RPL13	sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4	1	3	3	3	14.2	14.2	14.2	24.261	211	211	4.17			2	2	1	1	0	15.954	31498	52366	40323	70275	37685	80294	85313	39991	56724	86639	83360	86449	104450	74508	31498	52366	40323	70275	37685	80294	85313	39991	56724	86639	83360	86449	104450	74508	5	5	5	6	5	5	5	5	5	5	5	6	5	5	70154000	6				557	1392;3630;5757	True;True;True	1415;3703;5858	3600;3601;3602;9407;9408;14648	3885;3886;3887;10195;10196;15858	3885;10196;15858			9606
P26378;Q12926	P26378;Q12926	6;5	6;5	2;2	ELAV-like protein 4;ELAV-like protein 2	ELAVL4;ELAVL2	sp|P26378|ELAV4_HUMAN ELAV-like protein 4 OS=Homo sapiens OX=9606 GN=ELAVL4 PE=1 SV=2;sp|Q12926|ELAV2_HUMAN ELAV-like protein 2 OS=Homo sapiens OX=9606 GN=ELAVL2 PE=1 SV=2	2	6	6	2	13.7	13.7	6.3	41.769	380	380;359	2.44	2	2	4	1			0	30.953	37819	62756	36112	30287	37295	37571	26889	56440	31277	55786	43329	93890	51030	82634	37819	62756	36112	30287	37295	37571	26889	56440	31277	55786	43329	93890	51030	82634	5	5	4	5	4	4	3	5	5	3	4	5	4	4	60337000	9				558	1878;2324;3301;3432;5101;5530	True;True;True;True;True;True	1916;2377;3370;3502;5205;5634	4895;4896;5992;8584;8923;13083;13084;14111;14112	5292;5293;6480;9304;9679;14167;14168;15288;15289	5292;6480;9304;9679;14168;15289			9606;9606
P26447	P26447	2	2	2	Protein S100-A4	S100A4	sp|P26447|S10A4_HUMAN Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1	1	2	2	2	15.8	15.8	15.8	11.728	101	101	2	1		1				0	3.839	5992.4	6232.9	7051.9	2392.3	2800.4	3961.2	11681	4510.7	6013.8	4675.4	7223	6331.8	5291.4	7896.5	5992.4	6232.9	7051.9	2392.3	2800.4	3961.2	11681	4510.7	6013.8	4675.4	7223	6331.8	5291.4	7896.5	2	2	2	1	1	2	2	2	2	2	1	2	2	2	21493000	2				559	1918;5896	True;True	1959;5995	5007;15022	5412;16264	5412;16264			9606
P26583	P26583	2	2	2	High mobility group protein B2	HMGB2	sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2	1	2	2	2	11.5	11.5	11.5	24.033	209	209	3.17		2	2	1	1		0	12.84	78306	65365	79866	78163	77963	110320	158920	121320	87029	82446	131640	64622	62256	117830	78306	65365	79866	78163	77963	110320	158920	121320	87029	82446	131640	64622	62256	117830	6	6	6	6	6	6	6	6	6	6	6	6	6	6	66932000	6				560	3911;5352	True;True	3993;5460	10120;10121;13644;13645;13646;13647	10957;10958;14785;14786;14787;14788	10958;14788	382	132	9606
P26640	P26640	2	2	2	Valine--tRNA ligase	VARS	sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS PE=1 SV=4	1	2	2	2	2.1	2.1	2.1	140.47	1264	1264	3.5			1	1			0	5.4814	6060.2	7304.6	7438.2	7861.9	7235.2	8550.2	5143.3	6048.3	5994.8	8131.7	8987.7	6428.3	8573.6	8359.5	6060.2	7304.6	7438.2	7861.9	7235.2	8550.2	5143.3	6048.3	5994.8	8131.7	8987.7	6428.3	8573.6	8359.5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14135000	2				561	4158;5055	True;True	4242;5157	10732;12964	11625;14039	11625;14039			9606
P26885	P26885	2	2	2	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2	sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2	1	2	2	2	18.3	18.3	18.3	15.649	142	142	3.71	1	1	1	2		2	0	13.92	12156	5619.4	9547.2	6540.4	10429	2476	11083	8736.6	6723.2	1050	7920.3	2994.2	1357	11077	12156	5619.4	9547.2	6540.4	10429	2476	11083	8736.6	6723.2	1050	7920.3	2994.2	1357	11077	6	3	6	3	6	2	5	5	5	1	4	2	1	5	60885000	7				562	3128;4300	True;True	3194;4384	8143;8144;11075;11076;11077;11078;11079	8799;8800;11992;11993;11994;11995;11996	8800;11993	383	96	9606
P27144	P27144	1	1	1	Adenylate kinase 4, mitochondrial	AK4	sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	25.268	223	223	3			1				1	-2	10135	11058	5577.5	8206.6	11344	2371.8	10126	7029.2	1914.3	4134.6	2572.2	3090.6	852.37	7511.2	10135	11058	5577.5	8206.6	11344	2371.8	10126	7029.2	1914.3	4134.6	2572.2	3090.6	852.37	7511.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	565090	1	+			563	709	True	710	1809	1949	1949	384	53	9606
P27338	P27338	1	1	1	Amine oxidase [flavin-containing] B	MAOB	sp|P27338|AOFB_HUMAN Amine oxidase [flavin-containing] B OS=Homo sapiens OX=9606 GN=MAOB PE=1 SV=3	1	1	1	1	2.9	2.9	2.9	58.762	520	520	2		1					0	3.3379	1347.8	1273.8	1788.4	1071	1795.6	0	1882.8	1730.2	0	0	0	1482.7	0	986.68	1347.8	1273.8	1788.4	1071	1795.6	0	1882.8	1730.2	0	0	0	1482.7	0	986.68	1	1	1	1	1	0	1	1	0	0	0	1	0	1	4168800	1				564	6955	True	7073	17762	19257	19257			9606
P27348	P27348	6	2	2	14-3-3 protein theta	YWHAQ	sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1	1	6	2	2	24.5	10.6	10.6	27.764	245	245	3.5	1	1			1	1	0	43.465	11702	11105	11065	13431	8345.2	5311.5	13328	11498	6158.8	4653.4	9877.1	7310.4	9924.3	17629	11702	11105	11065	13431	8345.2	5311.5	13328	11498	6158.8	4653.4	9877.1	7310.4	9924.3	17629	3	3	4	4	3	2	4	3	2	2	3	2	4	4	48884000	4				565	816;1267;1965;3736;4558;6902	True;False;False;False;False;True	817;1284;2007;2008;3811;4648;7018	2088;2089;3210;5119;5120;5121;5122;5123;5124;9638;11663;17613;17614	2244;2245;3452;5538;5539;5540;5541;5542;5543;10439;12630;19099;19100	2244;3452;5541;10439;12630;19099	385;386	160;218	9606
P27482	P27482	2	1	1	Calmodulin-like protein 3	CALML3	sp|P27482|CALL3_HUMAN Calmodulin-like protein 3 OS=Homo sapiens OX=9606 GN=CALML3 PE=1 SV=2	1	2	1	1	14.1	8.7	8.7	16.891	149	149	3			1				0	3.5944	1180.7	0	0	0	0	876.21	0	1244.2	967.05	1084.2	900.51	0	0	1415.4	1180.7	0	0	0	0	876.21	0	1244.2	967.05	1084.2	900.51	0	0	1415.4	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1069000	1				566	158;1441	True;False	160;1468	416;3721;3722;3723;3724	450;4021;4022;4023;4024;4025	450;4021			9606
P27635	P27635	1	1	1	60S ribosomal protein L10	RPL10	sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4	1	1	1	1	6.1	6.1	6.1	24.604	214	214	6						1	0.0027435	2.5908	1528.2	1366.1	1004.8	2857.3	1815.9	2916.1	1773.5	2025.9	0	1260.8	2598.4	1106.4	2422	1848.7	1528.2	1366.1	1004.8	2857.3	1815.9	2916.1	1773.5	2025.9	0	1260.8	2598.4	1106.4	2422	1848.7	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1179000	1				567	2428	True	2482	6256	6758	6758	387	184	9606
P27695	P27695	6	6	6	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	APEX1	sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2	1	6	6	6	23	23	23	35.554	318	318	4.93		1	1	3	3	7	0	58.664	79834	36175	97354	81301	76981	105200	75376	107580	83947	67798	125670	63207	103260	132040	79834	36175	97354	81301	76981	105200	75376	107580	83947	67798	125670	63207	103260	132040	14	15	13	15	15	14	15	15	14	14	15	14	14	15	105370000	16				568	1394;1587;1775;2565;2566;6654	True;True;True;True;True;True	1417;1619;1812;2623;2624;6768	3604;3605;4103;4104;4105;4619;6607;6608;6609;6610;6611;6612;6613;6614;16963	3889;3890;4422;4423;4424;4991;7128;7129;7130;7131;7132;7133;7134;7135;7136;18409	3890;4422;4991;7129;7135;18409			9606
P27797	P27797	7	7	7	Calreticulin	CALR	sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1	1	7	7	7	22.5	22.5	22.5	48.141	417	417	4.07		2	3	4	4	2	0	25.284	182780	63523	127770	160530	101870	77037	283940	111520	153820	50933	176080	66341	48849	96792	182780	63523	127770	160530	101870	77037	283940	111520	153820	50933	176080	66341	48849	96792	14	13	14	15	13	14	15	14	14	11	15	13	12	13	109350000	15				569	925;2045;2507;2868;3172;3673;4801	True;True;True;True;True;True;True	928;2089;2562;2931;3239;3746;4897	2352;5321;5322;6468;7415;7416;7417;7418;7419;8244;9499;12317;12318;12319;12320	2519;5759;5760;6982;7989;7990;7991;7992;7993;8910;10293;13346;13347;13348;13349	2519;5760;6982;7993;8910;10293;13349	388	257	9606
